season_id,playerId,info_position,info_shirtNum,info_positionInfo,info_loan,birth_date_label,birth_country_country,birth_place,age,name_display,id,_accurate_back_zone_pass,_accurate_chipped_pass,_accurate_cross,_accurate_cross_nocorner,_accurate_fwd_zone_pass,_accurate_launches,_accurate_long_balls,_accurate_pass,_accurate_through_ball,_accurate_throws,_aerial_lost,_aerial_won,_appearances,_attempted_tackle_foul,_attempts_conceded_ibox,_attempts_conceded_obox,_attempts_obox,_att_assist_openplay,_att_lf_total,_att_obox_blocked,_att_obx_centre,_att_openplay,_backward_pass,_ball_recovery,_big_chance_created,_blocked_cross,_blocked_pass,_blocked_scoring_att,_challenge_lost,_clean_sheet,_crosses_18yard,_crosses_18yardplus,_dispossessed,_draws,_duel_lost,_duel_won,_effective_blocked_cross,_effective_clearance,_effective_head_clearance,_final_third_entries,_fouled_final_third,_fouls,_fwd_pass,_game_started,_goals_conceded,_goals_conceded_ibox,_goals_conceded_obox,_head_clearance,_head_pass,_interception,_interceptions_in_box,_interception_won,_leftside_pass,_long_pass_own_to_opp,_long_pass_own_to_opp_success,_losses,_lost_corners,_mins_played,_offside_provoked,_offtarget_att_assist,_ontarget_att_assist,_open_play_pass,_outfielder_block,_overrun,_passes_left,_passes_right,_penalty_conceded,_pen_area_entries,_pen_goals_conceded,_poss_lost_all,_poss_lost_ctrl,_poss_won_att_3rd,_poss_won_def_3rd,_poss_won_mid_3rd,_put_through,_rightside_pass,_successful_final_third_passes,_successful_open_play_pass,_successful_put_through,_times_tackled,_total_att_assist,_total_back_zone_pass,_total_chipped_pass,_total_clearance,_total_contest,_total_cross,_total_cross_nocorner,_total_final_third_passes,_total_flick_on,_total_fwd_zone_pass,_total_launches,_total_long_balls,_total_offside,_total_pass,_total_pull_back,_total_scoring_att,_total_sub_off,_total_sub_on,_total_tackle,_total_through_ball,_total_throws,_touches,_touches_in_opp_box,_turnover,_unsuccessful_touch,_was_fouled,_winning_goal,_wins,_won_contest,_won_corners,_won_tackle,_yellow_card,season,per_wins
210,51519.0,D,5.0,Defender,False,29 March 1989,England,,29,James Tomkins,3517.0,665.0,59.0,,,258.0,15.0,126.0,923.0,,2.0,91.0,91.0,29.0,9.0,217.0,165.0,2.0,6.0,3.0,,2.0,2.0,96.0,111.0,2.0,3.0,17.0,3.0,13.0,9.0,,1.0,3.0,5.0,123.0,138.0,3.0,182.0,98.0,135.0,1.0,16.0,394.0,29.0,37.0,32.0,5.0,98.0,123.0,34.0,8.0,34.0,390.0,256.0,162.0,14.0,14.0,2562.0,18.0,6.0,1.0,1068.0,10.0,,68.0,158.0,,16.0,3.0,207.0,207.0,1.0,73.0,37.0,17.0,231.0,79.0,889.0,13.0,,7.0,722.0,121.0,182.0,4.0,1.0,1.0,163.0,2.0,390.0,59.0,231.0,1.0,1111.0,,22.0,3.0,,33.0,,2.0,1481.0,51.0,8.0,8.0,12.0,,10.0,2.0,3.0,20.0,6.0,2018,0.3448275862068966
79,51519.0,D,5.0,Defender,False,29 March 1989,England,,28,James Tomkins,3517.0,525.0,27.0,0.0,0.0,201.0,24.0,75.0,726.0,,2.0,66.0,116.0,28.0,11.0,187.0,128.0,3.0,1.0,2.0,,3.0,3.0,56.0,124.0,,2.0,13.0,2.0,15.0,8.0,1.0,,2.0,9.0,103.0,182.0,2.0,213.0,108.0,93.0,,20.0,373.0,27.0,32.0,24.0,8.0,108.0,126.0,63.0,17.0,63.0,265.0,195.0,117.0,9.0,26.0,2388.0,15.0,,1.0,859.0,12.0,1.0,79.0,84.0,1.0,5.0,1.0,175.0,175.0,2.0,89.0,33.0,13.0,194.0,59.0,705.0,12.0,,1.0,584.0,60.0,213.0,6.0,1.0,1.0,117.0,2.0,305.0,82.0,158.0,1.0,888.0,,23.0,2.0,1.0,47.0,,2.0,1322.0,36.0,7.0,7.0,14.0,,10.0,6.0,1.0,26.0,8.0,2017,0.35714285714285715
54,51519.0,D,5.0,Defender,False,29 March 1989,England,,27,James Tomkins,3517.0,372.0,32.0,2.0,2.0,190.0,30.0,76.0,560.0,,18.0,40.0,58.0,24.0,8.0,161.0,117.0,2.0,2.0,3.0,,2.0,2.0,49.0,93.0,,4.0,12.0,1.0,16.0,3.0,1.0,2.0,3.0,1.0,69.0,96.0,4.0,118.0,65.0,150.0,,10.0,333.0,23.0,36.0,29.0,7.0,69.0,104.0,37.0,5.0,37.0,173.0,227.0,131.0,13.0,19.0,1976.0,8.0,1.0,1.0,699.0,13.0,,43.0,123.0,,30.0,,187.0,187.0,1.0,60.0,32.0,12.0,173.0,73.0,545.0,6.0,3.0,2.0,406.0,70.0,124.0,2.0,3.0,3.0,164.0,0.0,325.0,100.0,180.0,,728.0,,14.0,5.0,1.0,28.0,,24.0,1017.0,22.0,7.0,7.0,9.0,0.0,10.0,2.0,4.0,18.0,4.0,2016,0.4166666666666667
42,51519.0,D,5.0,Defender,False,29 March 1989,England,,26,James Tomkins,3517.0,421.0,40.0,4.0,4.0,246.0,28.0,67.0,663.0,,86.0,20.0,34.0,25.0,12.0,183.0,142.0,,9.0,2.0,,2.0,4.0,93.0,118.0,2.0,12.0,28.0,1.0,17.0,8.0,8.0,7.0,6.0,8.0,64.0,116.0,12.0,75.0,45.0,133.0,,17.0,384.0,23.0,24.0,18.0,6.0,51.0,94.0,54.0,6.0,54.0,259.0,170.0,89.0,6.0,16.0,1963.0,12.0,8.0,4.0,799.0,10.0,,20.0,200.0,,28.0,2.0,261.0,235.0,,85.0,33.0,28.0,99.0,97.0,635.0,18.0,,12.0,474.0,83.0,101.0,11.0,15.0,15.0,169.0,,376.0,84.0,151.0,,835.0,1.0,9.0,6.0,2.0,62.0,,119.0,1285.0,,6.0,6.0,16.0,,11.0,5.0,6.0,42.0,4.0,2015,0.44
27,51519.0,D,5.0,Defender,False,29 March 1989,England,,25,James Tomkins,3517.0,383.0,30.0,3.0,3.0,174.0,34.0,59.0,554.0,,3.0,32.0,101.0,22.0,7.0,166.0,132.0,,6.0,,,,,50.0,79.0,2.0,2.0,16.0,3.0,11.0,3.0,1.0,3.0,2.0,7.0,61.0,171.0,2.0,208.0,133.0,160.0,,18.0,385.0,20.0,27.0,24.0,3.0,133.0,107.0,34.0,5.0,34.0,184.0,217.0,101.0,7.0,14.0,1852.0,15.0,,10.0,684.0,16.0,,42.0,96.0,1.0,34.0,2.0,192.0,192.0,,53.0,26.0,16.0,117.0,81.0,522.0,11.0,,10.0,418.0,56.0,208.0,3.0,4.0,4.0,185.0,2.0,322.0,116.0,169.0,,736.0,,18.0,2.0,2.0,47.0,,3.0,1128.0,,3.0,3.0,22.0,,8.0,3.0,1.0,31.0,6.0,2014,0.36363636363636365
578,340940.0,M,8.0,Centre Defensive Midfielder,False,8 May 2000,Italy,Lodi,23,Sandro Tonali,71623.0,127.0,8.0,4.0,3.0,112.0,,7.0,235.0,0.0,2.0,,1.0,8.0,4.0,47.0,19.0,1.0,6.0,1.0,1.0,1.0,2.0,71.0,20.0,,,3.0,1.0,6.0,,5.0,4.0,2.0,1.0,19.0,17.0,,4.0,2.0,23.0,,9.0,64.0,5.0,5.0,4.0,1.0,2.0,7.0,2.0,,2.0,68.0,23.0,16.0,3.0,,439.0,,2.0,5.0,267.0,,,23.0,48.0,,14.0,,47.0,47.0,3.0,4.0,13.0,6.0,64.0,42.0,235.0,3.0,4.0,7.0,134.0,12.0,4.0,5.0,11.0,9.0,57.0,2.0,144.0,2.0,14.0,,267.0,2.0,3.0,4.0,3.0,7.0,0.0,2.0,318.0,9.0,4.0,4.0,6.0,0.0,4.0,3.0,4.0,7.0,2.0,2023,0.5
489,202655.0,F,17.0,Centre Striker,False,16 March 1996,England,,26,Ivan Toney,9246.0,124.0,25.0,5.0,5.0,337.0,0.0,14.0,456.0,6.0,7.0,118.0,109.0,33.0,22.0,274.0,210.0,24.0,20.0,13.0,5.0,19.0,57.0,165.0,103.0,12.0,1.0,21.0,16.0,16.0,7.0,21.0,13.0,47.0,13.0,260.0,222.0,1.0,35.0,27.0,121.0,18.0,52.0,279.0,33.0,42.0,34.0,8.0,27.0,150.0,14.0,1.0,14.0,110.0,53.0,20.0,9.0,7.0,2953.0,,8.0,19.0,717.0,9.0,6.0,151.0,88.0,,82.0,2.0,501.0,501.0,23.0,37.0,43.0,46.0,182.0,199.0,439.0,15.0,76.0,27.0,168.0,62.0,35.0,45.0,34.0,34.0,375.0,107.0,602.0,2.0,33.0,27.0,736.0,0.0,94.0,4.0,,23.0,12.0,10.0,1345.0,167.0,100.0,100.0,74.0,6.0,11.0,16.0,29.0,13.0,9.0,2022,0.3333333333333333
418,202655.0,F,17.0,Centre Striker,False,16 March 1996,England,,25,Ivan Toney,9246.0,110.0,22.0,2.0,2.0,324.0,0.0,12.0,432.0,10.0,6.0,116.0,147.0,33.0,19.0,250.0,174.0,16.0,38.0,13.0,3.0,13.0,47.0,134.0,105.0,10.0,2.0,42.0,24.0,26.0,8.0,21.0,7.0,44.0,5.0,256.0,284.0,2.0,42.0,35.0,135.0,27.0,50.0,286.0,32.0,47.0,35.0,12.0,35.0,175.0,14.0,,14.0,121.0,44.0,13.0,16.0,4.0,2908.0,1.0,12.0,31.0,728.0,2.0,4.0,113.0,93.0,,80.0,4.0,522.0,522.0,25.0,36.0,44.0,42.0,192.0,217.0,431.0,14.0,70.0,43.0,150.0,56.0,42.0,50.0,28.0,28.0,419.0,113.0,611.0,4.0,31.0,25.0,733.0,,88.0,,1.0,33.0,16.0,12.0,1349.0,167.0,109.0,109.0,80.0,4.0,12.0,24.0,19.0,21.0,8.0,2021,0.36363636363636365
42,202655.0,F,17.0,Centre Striker,False,16 March 1996,England,,19,Ivan Toney,9246.0,1.0,,,,1.0,,,2.0,,,2.0,,2.0,,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,,1.0,2.0,4.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,,10.0,,,,2.0,,,,,,,,3.0,3.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,2.0,,,,3.0,,,,2.0,,,,5.0,,1.0,1.0,,,0.0,,,,,2015,0.0
578,341884.0,D,14.0,Central Defender,False,16 January 1997,Spain,Villarreal,26,Pau Torres,21529.0,370.0,30.0,1.0,1.0,219.0,1.0,25.0,588.0,0.0,1.0,8.0,11.0,10.0,4.0,75.0,31.0,1.0,3.0,2.0,1.0,1.0,1.0,41.0,52.0,0.0,1.0,6.0,1.0,9.0,2.0,2.0,,,1.0,25.0,29.0,1.0,18.0,8.0,71.0,,7.0,203.0,9.0,12.0,10.0,2.0,8.0,14.0,4.0,2.0,4.0,94.0,84.0,63.0,2.0,4.0,869.0,10.0,,3.0,620.0,4.0,,107.0,17.0,,11.0,,79.0,79.0,1.0,37.0,14.0,11.0,321.0,79.0,550.0,6.0,2.0,3.0,402.0,61.0,18.0,10.0,2.0,2.0,98.0,,259.0,7.0,57.0,1.0,659.0,,5.0,,1.0,9.0,0.0,1.0,731.0,9.0,2.0,2.0,1.0,0.0,7.0,8.0,,5.0,,2023,0.7
578,300707.0,D,24.0,Centre Central Defender,False,16 January 1999,Guinea-Bissau,,24,Toti Gomes,92635.0,123.0,3.0,,,55.0,,4.0,178.0,,5.0,2.0,2.0,7.0,1.0,51.0,23.0,,,,,,,18.0,19.0,,,,,1.0,,1.0,,1.0,3.0,8.0,10.0,,7.0,3.0,24.0,,4.0,93.0,4.0,6.0,5.0,1.0,3.0,10.0,5.0,1.0,5.0,30.0,28.0,16.0,1.0,4.0,414.0,,,1.0,205.0,5.0,,44.0,2.0,,5.0,2.0,39.0,39.0,,15.0,4.0,6.0,70.0,20.0,172.0,,2.0,1.0,135.0,17.0,7.0,2.0,1.0,1.0,31.0,1.0,77.0,1.0,17.0,1.0,211.0,,,1.0,3.0,7.0,,5.0,248.0,1.0,2.0,2.0,,0.0,3.0,1.0,1.0,5.0,,2023,0.42857142857142855
489,300707.0,D,24.0,Centre Central Defender,False,16 January 1999,Guinea-Bissau,,23,Toti Gomes,92635.0,270.0,18.0,4.0,4.0,148.0,2.0,19.0,414.0,,42.0,16.0,17.0,17.0,6.0,127.0,60.0,,4.0,,,,1.0,76.0,61.0,,7.0,8.0,,4.0,4.0,5.0,4.0,3.0,3.0,45.0,46.0,7.0,44.0,22.0,49.0,1.0,16.0,204.0,10.0,14.0,13.0,1.0,22.0,44.0,11.0,1.0,11.0,40.0,63.0,38.0,7.0,12.0,981.0,4.0,3.0,1.0,490.0,8.0,,102.0,14.0,,16.0,1.0,110.0,110.0,5.0,33.0,23.0,13.0,177.0,58.0,409.0,8.0,9.0,4.0,300.0,36.0,44.0,15.0,9.0,9.0,89.0,2.0,206.0,12.0,45.0,1.0,497.0,,5.0,3.0,7.0,15.0,,48.0,709.0,15.0,6.0,6.0,5.0,1.0,7.0,9.0,1.0,9.0,6.0,2022,0.4117647058823529
418,300707.0,D,24.0,Centre Central Defender,False,16 January 1999,Guinea-Bissau,,22,Toti Gomes,92635.0,97.0,3.0,,,55.0,3.0,6.0,152.0,,1.0,10.0,13.0,4.0,1.0,46.0,18.0,,,,,,,9.0,17.0,,1.0,4.0,1.0,2.0,,,1.0,2.0,1.0,17.0,32.0,1.0,14.0,7.0,28.0,,2.0,100.0,4.0,6.0,5.0,1.0,7.0,26.0,8.0,3.0,8.0,25.0,36.0,21.0,1.0,6.0,360.0,1.0,,,199.0,3.0,,54.0,2.0,,3.0,,56.0,56.0,,10.0,7.0,4.0,67.0,17.0,150.0,3.0,3.0,,117.0,20.0,14.0,6.0,1.0,1.0,37.0,,85.0,13.0,28.0,1.0,201.0,,1.0,,,11.0,,1.0,268.0,6.0,3.0,3.0,3.0,0.0,2.0,5.0,,7.0,1.0,2021,0.5
578,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,32,Andros Townsend,3724.0,3.0,,5.0,2.0,13.0,,,11.0,,1.0,1.0,,2.0,,5.0,,,0.0,,,,,3.0,4.0,1.0,,,,1.0,,3.0,2.0,,1.0,3.0,2.0,,1.0,,3.0,,1.0,5.0,,2.0,2.0,,,,,,,4.0,,,1.0,,51.0,,1.0,1.0,13.0,,,2.0,8.0,,8.0,,11.0,11.0,1.0,2.0,1.0,1.0,3.0,7.0,9.0,,0.0,2.0,3.0,2.0,1.0,,10.0,7.0,9.0,,22.0,,1.0,,15.0,,,,2.0,2.0,1.0,1.0,32.0,1.0,2.0,2.0,,0.0,0.0,,,2.0,,2023,0.0
418,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,30,Andros Townsend,3724.0,97.0,12.0,28.0,20.0,238.0,,7.0,307.0,,7.0,18.0,7.0,21.0,4.0,142.0,76.0,12.0,22.0,14.0,2.0,11.0,16.0,105.0,80.0,2.0,2.0,46.0,5.0,25.0,2.0,40.0,22.0,19.0,3.0,91.0,103.0,2.0,4.0,2.0,38.0,10.0,10.0,131.0,17.0,30.0,27.0,3.0,2.0,25.0,14.0,0.0,14.0,104.0,34.0,19.0,12.0,3.0,1458.0,,11.0,20.0,378.0,2.0,1.0,30.0,138.0,1.0,97.0,1.0,241.0,241.0,11.0,41.0,28.0,46.0,53.0,119.0,295.0,26.0,41.0,31.0,122.0,30.0,4.0,48.0,96.0,73.0,162.0,6.0,367.0,14.0,29.0,1.0,393.0,,21.0,6.0,4.0,31.0,1.0,7.0,787.0,27.0,44.0,44.0,39.0,2.0,6.0,26.0,9.0,17.0,3.0,2021,0.2857142857142857
363,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,29,Andros Townsend,3724.0,179.0,28.0,55.0,36.0,394.0,2.0,18.0,518.0,,5.0,19.0,3.0,34.0,15.0,226.0,126.0,23.0,22.0,30.0,7.0,21.0,27.0,162.0,177.0,7.0,6.0,82.0,12.0,49.0,5.0,49.0,35.0,56.0,7.0,177.0,178.0,6.0,13.0,1.0,84.0,8.0,28.0,246.0,25.0,37.0,30.0,7.0,1.0,26.0,42.0,,42.0,207.0,73.0,32.0,16.0,4.0,2259.0,1.0,17.0,23.0,677.0,2.0,6.0,57.0,231.0,,173.0,3.0,431.0,431.0,18.0,89.0,70.0,82.0,88.0,199.0,496.0,46.0,85.0,40.0,224.0,67.0,13.0,73.0,155.0,109.0,290.0,3.0,634.0,20.0,60.0,2.0,703.0,1.0,36.0,9.0,9.0,78.0,2.0,6.0,1381.0,35.0,47.0,47.0,54.0,0.0,11.0,44.0,18.0,41.0,,2020,0.3235294117647059
274,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,28,Andros Townsend,3724.0,99.0,15.0,16.0,15.0,218.0,2.0,11.0,301.0,1.0,11.0,11.0,5.0,24.0,7.0,132.0,62.0,10.0,11.0,10.0,3.0,10.0,11.0,102.0,97.0,3.0,4.0,38.0,4.0,22.0,1.0,24.0,32.0,35.0,4.0,92.0,102.0,4.0,6.0,2.0,43.0,4.0,9.0,124.0,14.0,23.0,21.0,2.0,2.0,4.0,15.0,3.0,15.0,107.0,30.0,17.0,13.0,1.0,1289.0,,8.0,5.0,379.0,0.0,3.0,35.0,130.0,,70.0,,230.0,230.0,8.0,51.0,38.0,38.0,60.0,128.0,288.0,18.0,,13.0,128.0,32.0,6.0,53.0,67.0,60.0,177.0,6.0,332.0,16.0,38.0,1.0,393.0,,12.0,6.0,10.0,34.0,1.0,11.0,746.0,18.0,32.0,32.0,26.0,,7.0,38.0,10.0,21.0,,2019,0.2916666666666667
210,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,27,Andros Townsend,3724.0,243.0,28.0,39.0,33.0,605.0,8.0,29.0,809.0,1.0,13.0,13.0,4.0,38.0,5.0,256.0,183.0,38.0,53.0,44.0,12.0,38.0,56.0,302.0,193.0,3.0,12.0,104.0,18.0,54.0,5.0,78.0,50.0,75.0,7.0,193.0,180.0,12.0,16.0,5.0,107.0,19.0,10.0,261.0,34.0,46.0,38.0,8.0,5.0,7.0,38.0,5.0,38.0,332.0,54.0,26.0,17.0,14.0,3016.0,,29.0,32.0,985.0,5.0,15.0,128.0,276.0,,163.0,4.0,558.0,558.0,27.0,83.0,83.0,104.0,132.0,364.0,767.0,43.0,,61.0,299.0,67.0,16.0,100.0,161.0,132.0,477.0,7.0,889.0,27.0,72.0,9.0,1027.0,1.0,63.0,13.0,4.0,62.0,1.0,14.0,1848.0,92.0,78.0,78.0,56.0,,14.0,58.0,25.0,35.0,1.0,2018,0.3684210526315789
79,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,26,Andros Townsend,3724.0,196.0,34.0,45.0,25.0,653.0,4.0,33.0,804.0,2.0,21.0,13.0,4.0,36.0,3.0,262.0,167.0,40.0,44.0,38.0,14.0,39.0,54.0,253.0,182.0,14.0,7.0,97.0,21.0,51.0,5.0,65.0,45.0,73.0,11.0,185.0,193.0,7.0,21.0,5.0,101.0,25.0,10.0,288.0,35.0,48.0,36.0,12.0,5.0,22.0,35.0,,35.0,330.0,50.0,21.0,15.0,13.0,3129.0,,26.0,39.0,978.0,1.0,20.0,124.0,294.0,,203.0,2.0,575.0,575.0,28.0,85.0,69.0,97.0,152.0,399.0,762.0,48.0,,66.0,244.0,74.0,21.0,122.0,176.0,132.0,522.0,16.0,955.0,34.0,78.0,6.0,1023.0,4.0,62.0,9.0,1.0,60.0,3.0,23.0,1851.0,93.0,88.0,88.0,46.0,,10.0,84.0,41.0,34.0,3.0,2017,0.2777777777777778
54,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,25,Andros Townsend,3724.0,153.0,19.0,58.0,44.0,421.0,3.0,16.0,516.0,1.0,13.0,13.0,3.0,36.0,7.0,222.0,150.0,41.0,33.0,30.0,17.0,40.0,42.0,175.0,159.0,8.0,7.0,66.0,22.0,55.0,3.0,98.0,78.0,78.0,5.0,199.0,183.0,7.0,18.0,6.0,69.0,15.0,18.0,225.0,30.0,38.0,32.0,6.0,6.0,31.0,43.0,6.0,43.0,131.0,71.0,30.0,19.0,9.0,2526.0,0.0,22.0,29.0,670.0,3.0,13.0,148.0,154.0,,216.0,2.0,546.0,546.0,18.0,70.0,71.0,66.0,155.0,243.0,504.0,37.0,118.0,51.0,189.0,46.0,19.0,108.0,235.0,203.0,330.0,18.0,732.0,31.0,54.0,3.0,686.0,1.0,56.0,15.0,6.0,77.0,1.0,13.0,1519.0,74.0,62.0,62.0,35.0,1.0,12.0,68.0,40.0,62.0,4.0,2016,0.3333333333333333
42,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,24,Andros Townsend,3724.0,91.0,9.0,17.0,13.0,245.0,2.0,4.0,319.0,,8.0,8.0,,16.0,3.0,84.0,71.0,,23.0,21.0,5.0,20.0,25.0,110.0,65.0,5.0,1.0,39.0,8.0,27.0,3.0,43.0,17.0,25.0,6.0,106.0,73.0,1.0,7.0,1.0,36.0,5.0,7.0,117.0,12.0,19.0,16.0,3.0,2.0,11.0,11.0,,11.0,108.0,21.0,10.0,5.0,3.0,1153.0,1.0,10.0,18.0,382.0,2.0,8.0,34.0,141.0,,87.0,2.0,252.0,249.0,5.0,27.0,33.0,39.0,57.0,140.0,311.0,26.0,,28.0,103.0,18.0,10.0,70.0,87.0,66.0,180.0,4.0,376.0,7.0,14.0,,392.0,,29.0,3.0,4.0,29.0,,9.0,756.0,,31.0,31.0,13.0,,5.0,31.0,11.0,24.0,,2015,0.3125
27,349917.0,M,30.0,Midfielder,False,16 July 1991,England,Leytonstone,23,Andros Townsend,3724.0,75.0,6.0,11.0,4.0,177.0,1.0,4.0,241.0,,5.0,3.0,1.0,17.0,3.0,78.0,36.0,,8.0,10.0,4.0,13.0,12.0,87.0,46.0,1.0,1.0,27.0,4.0,11.0,,18.0,14.0,27.0,3.0,67.0,51.0,1.0,1.0,1.0,27.0,7.0,6.0,79.0,10.0,15.0,14.0,1.0,1.0,11.0,10.0,,10.0,106.0,12.0,8.0,6.0,2.0,751.0,,4.0,9.0,292.0,,6.0,15.0,93.0,,32.0,2.0,179.0,179.0,7.0,16.0,23.0,27.0,26.0,105.0,237.0,18.0,,13.0,87.0,13.0,1.0,34.0,58.0,38.0,137.0,3.0,269.0,4.0,9.0,1.0,298.0,1.0,16.0,10.0,7.0,25.0,1.0,5.0,538.0,,20.0,20.0,11.0,,8.0,14.0,14.0,20.0,2.0,2014,0.47058823529411764
578,342474.0,G,1.0,Goalkeeper,False,10 October 2002,England,,21,James Trafford,32280.0,314.0,56.0,,,37.0,9.0,70.0,351.0,,0.0,,8.0,10.0,,111.0,52.0,,,,,,,,129.0,,,,,0.0,,,,,1.0,0.0,10.0,,11.0,1.0,49.0,,,258.0,10.0,25.0,17.0,8.0,1.0,,1.0,1.0,1.0,137.0,156.0,38.0,8.0,7.0,900.0,,,,392.0,,,26.0,29.0,,1.0,2.0,154.0,154.0,,15.0,3.0,4.0,106.0,12.0,301.0,,0.0,,346.0,126.0,11.0,,,,49.0,,155.0,60.0,213.0,,501.0,,,,,2.0,,0.0,657.0,,,,2.0,0.0,1.0,,,1.0,1.0,2023,0.1
578,324750.0,F,9.0,Centre Striker,True,6 September 1995,Burkina Faso,Bobo-Dioulasso,28,Bertrand Traoré,10394.0,2.0,,,,,,,2.0,,,,,2.0,,4.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,1.0,0.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,0.0,1.0,10.0,,,,3.0,,,,,,,,4.0,4.0,,2.0,,,1.0,,2.0,,2.0,,2.0,1.0,,1.0,,,,,1.0,,1.0,,3.0,,,,2.0,1.0,,,8.0,,1.0,1.0,,0.0,2.0,,,1.0,,2023,1.0
489,324750.0,F,9.0,Centre Striker,True,6 September 1995,Burkina Faso,Bobo-Dioulasso,27,Bertrand Traoré,10394.0,14.0,2.0,3.0,3.0,44.0,,1.0,55.0,,1.0,4.0,2.0,8.0,2.0,13.0,6.0,2.0,1.0,9.0,1.0,2.0,8.0,22.0,8.0,,,5.0,5.0,3.0,,1.0,3.0,7.0,2.0,19.0,12.0,,,,2.0,2.0,2.0,15.0,1.0,1.0,1.0,,,3.0,2.0,,2.0,29.0,1.0,1.0,2.0,,226.0,,,1.0,68.0,,1.0,2.0,31.0,,9.0,,35.0,35.0,2.0,2.0,4.0,10.0,2.0,20.0,55.0,5.0,10.0,1.0,17.0,3.0,,4.0,5.0,4.0,27.0,1.0,56.0,1.0,3.0,3.0,68.0,,9.0,1.0,7.0,1.0,,1.0,129.0,13.0,8.0,8.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,2022,0.5
418,324750.0,F,9.0,Centre Striker,True,6 September 1995,Burkina Faso,Bobo-Dioulasso,26,Bertrand Traoré,10394.0,10.0,4.0,,,50.0,,2.0,60.0,,1.0,4.0,4.0,9.0,,18.0,10.0,4.0,,5.0,3.0,4.0,5.0,16.0,11.0,,,2.0,4.0,1.0,,3.0,2.0,2.0,1.0,16.0,21.0,,1.0,1.0,8.0,1.0,,19.0,1.0,3.0,2.0,1.0,1.0,8.0,,,,31.0,4.0,3.0,7.0,,213.0,,,,77.0,,,6.0,26.0,,8.0,1.0,46.0,46.0,2.0,2.0,7.0,2.0,12.0,25.0,59.0,,11.0,,12.0,6.0,1.0,19.0,5.0,5.0,36.0,1.0,71.0,,3.0,2.0,78.0,,8.0,1.0,8.0,3.0,,1.0,139.0,15.0,12.0,12.0,4.0,0.0,1.0,10.0,2.0,3.0,,2021,0.1111111111111111
363,324750.0,F,9.0,Centre Striker,True,6 September 1995,Burkina Faso,Bobo-Dioulasso,25,Bertrand Traoré,10394.0,205.0,32.0,23.0,13.0,362.0,1.0,42.0,544.0,2.0,2.0,33.0,32.0,36.0,15.0,221.0,147.0,18.0,20.0,54.0,4.0,17.0,51.0,172.0,119.0,6.0,2.0,38.0,21.0,24.0,3.0,15.0,26.0,26.0,7.0,152.0,150.0,2.0,12.0,4.0,59.0,15.0,31.0,162.0,29.0,31.0,28.0,3.0,4.0,62.0,15.0,0.0,15.0,293.0,47.0,28.0,15.0,5.0,2333.0,,13.0,22.0,680.0,1.0,14.0,32.0,157.0,,126.0,3.0,393.0,393.0,13.0,49.0,57.0,38.0,73.0,205.0,525.0,22.0,71.0,35.0,255.0,57.0,12.0,97.0,102.0,68.0,267.0,19.0,547.0,8.0,66.0,7.0,700.0,3.0,64.0,24.0,7.0,26.0,2.0,3.0,1245.0,113.0,69.0,69.0,40.0,1.0,14.0,52.0,19.0,10.0,1.0,2020,0.3888888888888889
42,324750.0,F,9.0,Centre Striker,True,6 September 1995,Burkina Faso,Bobo-Dioulasso,20,Bertrand Traoré,10394.0,27.0,1.0,,,86.0,,1.0,113.0,3.0,1.0,9.0,4.0,10.0,3.0,33.0,32.0,,4.0,17.0,2.0,6.0,17.0,42.0,7.0,1.0,,7.0,7.0,6.0,,1.0,1.0,4.0,4.0,24.0,26.0,,2.0,1.0,17.0,1.0,3.0,28.0,4.0,2.0,1.0,1.0,1.0,12.0,2.0,,2.0,42.0,5.0,4.0,4.0,,373.0,,1.0,4.0,131.0,1.0,1.0,14.0,29.0,,14.0,1.0,49.0,48.0,1.0,4.0,2.0,7.0,24.0,54.0,108.0,4.0,,5.0,34.0,2.0,3.0,11.0,3.0,2.0,67.0,7.0,105.0,1.0,2.0,5.0,136.0,,17.0,4.0,6.0,9.0,3.0,1.0,215.0,,15.0,15.0,4.0,,2.0,9.0,1.0,7.0,,2015,0.2
