home_name,away_name,result,home_team_result,away_team_result,home_avg_odds,draw_avg_odds,away_avg_odds,season,date_start_timestamp
Southampton,Aston Villa,6:1,6,1,1.75,3.81,4.9,2014-2015,1431776700
Arsenal,Swansea,0:1,0,1,1.32,5.64,9.87,2014-2015,1431370800
Chelsea,Liverpool,1:1,1,1,2.13,3.41,3.65,2014-2015,1431270000
Manchester City,QPR,6:0,6,0,1.19,7.57,14.77,2014-2015,1431261000
Crystal Palace,Manchester Utd,1:2,1,2,4.63,3.55,1.84,2014-2015,1431189000
Aston Villa,West Ham,1:0,1,0,1.8,3.74,4.66,2014-2015,1431180000
Hull,Burnley,0:1,0,1,1.89,3.52,4.45,2014-2015,1431180000
Leicester,Southampton,2:0,2,0,2.74,3.29,2.71,2014-2015,1431180000
Newcastle,West Brom,1:1,1,1,2.22,3.33,3.48,2014-2015,1431180000
Stoke,Tottenham,3:0,3,0,3.25,3.41,2.29,2014-2015,1431180000
Everton,Sunderland,0:2,0,2,1.69,3.78,5.42,2014-2015,1431171900
Hull,Arsenal,1:3,1,3,5.16,3.76,1.73,2014-2015,1430766000
Tottenham,Manchester City,0:1,0,1,3.33,3.58,2.18,2014-2015,1430665200
Chelsea,Crystal Palace,1:0,1,0,1.32,5.29,11.17,2014-2015,1430656200
Manchester Utd,West Brom,0:1,0,1,1.38,4.83,9.4,2014-2015,1430584200
Aston Villa,Everton,3:2,3,2,2.61,3.23,2.88,2014-2015,1430575200
Liverpool,QPR,2:1,2,1,1.36,5.26,9.09,2014-2015,1430575200
Sunderland,Southampton,2:1,2,1,4.06,3.35,2.03,2014-2015,1430575200
Swansea,Stoke,2:0,2,0,2.25,3.31,3.45,2014-2015,1430575200
West Ham,Burnley,1:0,1,0,2.3,3.38,3.27,2014-2015,1430575200
Leicester,Newcastle,3:0,3,0,1.84,3.66,4.52,2014-2015,1430567100
Leicester,Chelsea,1:3,1,3,4.93,3.76,1.76,2014-2015,1430333100
Hull,Liverpool,1:0,1,0,3.95,3.38,2.06,2014-2015,1430246700
Arsenal,Chelsea,0:0,0,0,2.47,3.22,3.14,2014-2015,1430060400
Everton,Manchester Utd,3:0,3,0,4.1,3.36,2.02,2014-2015,1430051400
Manchester City,Aston Villa,3:2,3,2,1.26,6.08,12.24,2014-2015,1429979400
Crystal Palace,Hull,0:2,0,2,2.0,3.33,4.2,2014-2015,1429970400
Newcastle,Swansea,2:3,2,3,2.36,3.23,3.29,2014-2015,1429970400
Stoke,Sunderland,1:1,1,1,1.82,3.42,5.13,2014-2015,1429970400
West Brom,Liverpool,0:0,0,0,4.38,3.51,1.91,2014-2015,1429970400
Burnley,Leicester,0:1,0,1,2.75,3.26,2.71,2014-2015,1429970400
QPR,West Ham,0:0,0,0,2.26,3.42,3.31,2014-2015,1429970400
Southampton,Tottenham,2:2,2,2,2.03,3.48,3.86,2014-2015,1429962300
Newcastle,Tottenham,1:3,1,3,2.98,3.36,2.46,2014-2015,1429455600
Manchester City,West Ham,2:0,2,0,1.26,6.38,11.81,2014-2015,1429446600
Chelsea,Manchester Utd,1:0,1,0,1.95,3.48,4.29,2014-2015,1429374600
Crystal Palace,West Brom,0:2,0,2,2.02,3.34,4.14,2014-2015,1429365600
Everton,Burnley,1:0,1,0,1.82,3.58,4.78,2014-2015,1429365600
Leicester,Swansea,2:0,2,0,2.05,3.47,3.84,2014-2015,1429365600
Stoke,Southampton,2:1,2,1,3.25,3.23,2.38,2014-2015,1429365600
Liverpool,Newcastle,2:0,2,0,1.35,5.2,9.5,2014-2015,1428951600
Manchester Utd,Manchester City,4:2,4,2,2.73,3.24,2.78,2014-2015,1428850800
QPR,Chelsea,0:1,0,1,8.54,4.83,1.4,2014-2015,1428841800
Burnley,Arsenal,0:1,0,1,6.29,4.04,1.59,2014-2015,1428769800
Southampton,Hull,2:0,2,0,1.57,3.94,6.75,2014-2015,1428760800
Sunderland,Crystal Palace,1:4,1,4,2.76,3.17,2.82,2014-2015,1428760800
Tottenham,Aston Villa,0:1,0,1,1.63,4.03,5.72,2014-2015,1428760800
West Brom,Leicester,2:3,2,3,2.33,3.3,3.27,2014-2015,1428760800
West Ham,Stoke,1:1,1,1,2.16,3.4,3.63,2014-2015,1428760800
Swansea,Everton,1:1,1,1,2.5,3.26,3.01,2014-2015,1428752700
Aston Villa,QPR,3:3,3,3,2.09,3.34,3.89,2014-2015,1428432300
Crystal Palace,Manchester City,2:1,2,1,5.46,4.12,1.64,2014-2015,1428346800
Sunderland,Newcastle,1:0,1,0,2.7,3.12,2.89,2014-2015,1428246000
Burnley,Tottenham,0:0,0,0,3.23,3.5,2.26,2014-2015,1428237000
Chelsea,Stoke,2:1,2,1,1.3,5.4,12.34,2014-2015,1428165000
Everton,Southampton,1:0,1,0,2.82,3.16,2.74,2014-2015,1428156000
Leicester,West Ham,2:1,2,1,2.18,3.51,3.43,2014-2015,1428156000
Manchester Utd,Aston Villa,3:1,3,1,1.35,5.12,10.18,2014-2015,1428156000
Swansea,Hull,3:1,3,1,1.98,3.31,4.3,2014-2015,1428156000
West Brom,QPR,1:4,1,4,1.81,3.54,4.98,2014-2015,1428156000
Arsenal,Liverpool,4:1,4,1,1.84,3.7,4.51,2014-2015,1428147900
Hull,Chelsea,2:3,2,3,7.81,4.02,1.52,2014-2015,1427040000
QPR,Everton,1:2,1,2,3.47,3.41,2.19,2014-2015,1427040000
Liverpool,Manchester Utd,1:2,1,2,2.3,3.27,3.43,2014-2015,1427031000
West Ham,Sunderland,1:0,1,0,1.84,3.53,4.76,2014-2015,1426959000
Aston Villa,Swansea,0:1,0,1,2.62,3.16,2.95,2014-2015,1426950000
Newcastle,Arsenal,1:2,1,2,5.43,4.1,1.65,2014-2015,1426950000
Southampton,Burnley,2:0,2,0,1.48,4.32,7.82,2014-2015,1426950000
Stoke,Crystal Palace,1:2,1,2,2.44,3.16,3.21,2014-2015,1426950000
Tottenham,Leicester,4:3,4,3,1.63,4.1,5.5,2014-2015,1426950000
Manchester City,West Brom,3:0,3,0,1.31,5.7,10.39,2014-2015,1426941900
Swansea,Liverpool,0:1,0,1,4.23,3.46,1.97,2014-2015,1426536000
Everton,Newcastle,3:0,3,0,1.82,3.56,4.87,2014-2015,1426435200
Manchester Utd,Tottenham,3:0,3,0,1.86,3.7,4.35,2014-2015,1426435200
Chelsea,Southampton,1:1,1,1,1.62,3.82,6.55,2014-2015,1426426200
Burnley,Manchester City,1:0,1,0,7.41,4.97,1.42,2014-2015,1426354200
Arsenal,West Ham,3:0,3,0,1.33,5.47,9.67,2014-2015,1426345200
Leicester,Hull,0:0,0,0,2.09,3.27,3.96,2014-2015,1426345200
Sunderland,Aston Villa,0:4,0,4,2.35,3.21,3.34,2014-2015,1426345200
West Brom,Stoke,1:0,1,0,2.51,3.11,3.16,2014-2015,1426345200
Crystal Palace,QPR,3:1,3,1,1.79,3.65,4.93,2014-2015,1426337100
QPR,Tottenham,1:2,1,2,4.5,3.76,1.82,2014-2015,1425740400
Liverpool,Burnley,2:0,2,0,1.36,5.1,9.57,2014-2015,1425499200
Manchester City,Leicester,2:0,2,0,1.24,6.53,12.79,2014-2015,1425498300
Newcastle,Manchester Utd,0:1,0,1,4.54,3.55,1.87,2014-2015,1425498300
QPR,Arsenal,1:2,1,2,6.92,4.67,1.48,2014-2015,1425498300
Stoke,Everton,2:0,2,0,2.66,3.21,2.87,2014-2015,1425498300
Tottenham,Swansea,3:2,3,2,1.75,3.73,5.08,2014-2015,1425498300
West Ham,Chelsea,0:1,0,1,5.98,4.15,1.59,2014-2015,1425498300
Aston Villa,West Brom,2:1,2,1,2.91,3.04,2.73,2014-2015,1425411900
Hull,Sunderland,1:1,1,1,2.23,3.2,3.62,2014-2015,1425411900
Southampton,Crystal Palace,1:0,1,0,1.66,3.76,5.92,2014-2015,1425411900
Arsenal,Everton,2:0,2,0,1.56,4.24,6.23,2014-2015,1425218700
Liverpool,Manchester City,2:1,2,1,3.25,3.52,2.26,2014-2015,1425211200
Burnley,Swansea,0:1,0,1,2.47,3.22,3.11,2014-2015,1425135600
Manchester Utd,Sunderland,2:0,2,0,1.37,4.9,9.9,2014-2015,1425135600
Newcastle,Aston Villa,1:0,1,0,1.98,3.37,4.26,2014-2015,1425135600
Stoke,Hull,1:0,1,0,2.03,3.23,4.25,2014-2015,1425135600
West Brom,Southampton,1:0,1,0,3.3,3.2,2.36,2014-2015,1425135600
West Ham,Crystal Palace,1:3,1,3,2.19,3.28,3.57,2014-2015,1425127500
Southampton,Liverpool,0:2,0,2,2.6,3.24,2.92,2014-2015,1424621700
Everton,Leicester,2:2,2,2,1.77,3.65,5.02,2014-2015,1424613900
Tottenham,West Ham,2:2,2,2,1.79,3.74,4.76,2014-2015,1424606400
Manchester City,Newcastle,5:0,5,0,1.29,5.88,11.17,2014-2015,1424539800
Aston Villa,Stoke,1:2,1,2,2.59,3.15,2.99,2014-2015,1424530800
Chelsea,Burnley,1:1,1,1,1.2,6.95,16.77,2014-2015,1424530800
Crystal Palace,Arsenal,1:2,1,2,4.95,3.74,1.76,2014-2015,1424530800
Hull,QPR,2:1,2,1,1.83,3.47,4.88,2014-2015,1424530800
Sunderland,West Brom,0:0,0,0,2.79,3.07,2.85,2014-2015,1424530800
Swansea,Manchester Utd,2:1,2,1,3.76,3.36,2.12,2014-2015,1424530800
Crystal Palace,Newcastle,1:1,1,1,2.26,3.27,3.45,2014-2015,1423684800
West Brom,Swansea,2:0,2,0,2.39,3.17,3.28,2014-2015,1423684800
Chelsea,Everton,1:0,1,0,1.37,5.0,9.27,2014-2015,1423683900
Manchester Utd,Burnley,3:1,3,1,1.32,5.48,10.33,2014-2015,1423683900
Southampton,West Ham,0:0,0,0,1.69,3.86,5.4,2014-2015,1423683900
Stoke,Manchester City,1:4,1,4,5.56,3.98,1.65,2014-2015,1423683900
Liverpool,Tottenham,3:2,3,2,1.91,3.65,4.21,2014-2015,1423598400
Arsenal,Leicester,2:1,2,1,1.3,5.71,11.16,2014-2015,1423597500
Hull,Aston Villa,2:0,2,0,2.21,3.15,3.76,2014-2015,1423597500
Sunderland,QPR,0:2,0,2,1.9,3.51,4.44,2014-2015,1423597500
West Ham,Manchester Utd,1:1,1,1,4.21,3.6,1.91,2014-2015,1423412100
Newcastle,Stoke,1:1,1,1,2.23,3.28,3.52,2014-2015,1423404300
Burnley,West Brom,2:2,2,2,2.54,3.14,3.09,2014-2015,1423396800
Everton,Liverpool,0:0,0,0,3.44,3.33,2.27,2014-2015,1423330200
Aston Villa,Chelsea,1:2,1,2,8.37,4.54,1.43,2014-2015,1423321200
Leicester,Crystal Palace,0:1,0,1,2.39,3.23,3.23,2014-2015,1423321200
Manchester City,Hull,1:1,1,1,1.21,6.69,15.42,2014-2015,1423321200
QPR,Southampton,0:1,0,1,4.36,3.59,1.89,2014-2015,1423321200
Swansea,Sunderland,1:1,1,1,1.96,3.37,4.32,2014-2015,1423321200
Tottenham,Arsenal,2:1,2,1,3.33,3.46,2.25,2014-2015,1423313100
Southampton,Swansea,0:1,0,1,1.64,3.83,5.95,2014-2015,1422806400
Arsenal,Aston Villa,5:0,5,0,1.29,5.74,11.98,2014-2015,1422797400
Chelsea,Manchester City,1:1,1,1,2.15,3.38,3.71,2014-2015,1422725400
Crystal Palace,Everton,0:1,0,1,2.55,3.25,3.0,2014-2015,1422716400
Liverpool,West Ham,2:0,2,0,1.62,4.18,5.76,2014-2015,1422716400
Manchester Utd,Leicester,3:1,3,1,1.38,5.13,9.06,2014-2015,1422716400
Stoke,QPR,3:1,3,1,1.77,3.63,5.13,2014-2015,1422716400
Sunderland,Burnley,2:0,2,0,2.31,3.25,3.43,2014-2015,1422716400
West Brom,Tottenham,0:3,0,3,2.87,3.26,2.65,2014-2015,1422716400
Hull,Newcastle,0:3,0,3,2.61,3.18,2.98,2014-2015,1422708300
Everton,West Brom,0:0,0,0,1.84,3.54,4.74,2014-2015,1421697600
Manchester City,Arsenal,0:2,0,2,1.78,3.98,4.46,2014-2015,1421596800
West Ham,Hull,3:0,3,0,1.74,3.64,5.28,2014-2015,1421587800
Newcastle,Southampton,1:2,1,2,2.86,3.19,2.68,2014-2015,1421515800
Aston Villa,Liverpool,0:2,0,2,4.51,3.59,1.88,2014-2015,1421506800
Burnley,Crystal Palace,2:3,2,3,2.45,3.2,3.21,2014-2015,1421506800
Leicester,Stoke,0:1,0,1,2.49,3.29,3.06,2014-2015,1421506800
QPR,Manchester Utd,0:2,0,2,5.75,4.28,1.6,2014-2015,1421506800
Swansea,Chelsea,0:5,0,5,6.95,4.25,1.53,2014-2015,1421506800
Tottenham,Sunderland,2:1,2,1,1.57,4.17,6.35,2014-2015,1421506800
Manchester Utd,Southampton,0:1,0,1,1.82,3.63,4.72,2014-2015,1420992000
Arsenal,Stoke,3:0,3,0,1.48,4.45,7.47,2014-2015,1420983000
Crystal Palace,Tottenham,2:1,2,1,3.41,3.39,2.23,2014-2015,1420911000
Burnley,QPR,2:1,2,1,2.09,3.48,3.74,2014-2015,1420902000
Chelsea,Newcastle,2:0,2,0,1.2,7.24,16.05,2014-2015,1420902000
Everton,Manchester City,1:1,1,1,4.5,3.89,1.81,2014-2015,1420902000
Leicester,Aston Villa,1:0,1,0,2.19,3.33,3.63,2014-2015,1420902000
Swansea,West Ham,1:1,1,1,2.16,3.45,3.56,2014-2015,1420902000
West Brom,Hull,1:0,1,0,2.02,3.25,4.37,2014-2015,1420902000
Sunderland,Liverpool,0:1,0,1,3.72,3.38,2.13,2014-2015,1420893900
Tottenham,Chelsea,5:3,5,3,5.92,3.99,1.63,2014-2015,1420133400
Aston Villa,Crystal Palace,0:0,0,0,2.31,3.2,3.49,2014-2015,1420124400
Hull,Everton,2:0,2,0,3.16,3.26,2.44,2014-2015,1420124400
Liverpool,Leicester,2:2,2,2,1.4,4.94,8.78,2014-2015,1420124400
Manchester City,Sunderland,3:2,3,2,1.23,6.66,14.52,2014-2015,1420124400
Newcastle,Burnley,3:3,3,3,1.9,3.54,4.49,2014-2015,1420124400
QPR,Swansea,1:1,1,1,3.01,3.42,2.44,2014-2015,1420124400
Southampton,Arsenal,2:0,2,0,2.63,3.44,2.76,2014-2015,1420124400
West Ham,West Brom,1:1,1,1,1.82,3.73,4.65,2014-2015,1420124400
Stoke,Manchester Utd,1:1,1,1,4.54,3.55,1.88,2014-2015,1420116300
Liverpool,Swansea,4:1,4,1,1.72,3.81,5.31,2014-2015,1419883200
Newcastle,Everton,3:2,3,2,2.62,3.36,2.8,2014-2015,1419783300
Aston Villa,Sunderland,0:0,0,0,2.21,3.23,3.63,2014-2015,1419778800
Hull,Leicester,0:1,0,1,2.48,3.22,3.09,2014-2015,1419778800
Manchester City,Burnley,2:2,2,2,1.19,7.22,16.25,2014-2015,1419778800
QPR,Crystal Palace,0:0,0,0,2.48,3.28,3.04,2014-2015,1419778800
Stoke,West Brom,2:0,2,0,2.01,3.31,4.22,2014-2015,1419778800
West Ham,Arsenal,1:2,1,2,3.78,3.65,2.0,2014-2015,1419778800
Southampton,Chelsea,1:1,1,1,4.33,3.48,1.93,2014-2015,1419775500
Tottenham,Manchester Utd,0:0,0,0,3.06,3.49,2.36,2014-2015,1419768000
Cardiff,Chelsea,1:2,1,2,8.07,4.91,1.4,2013-2014,1399816800
Fulham,Crystal Palace,2:2,2,2,2.58,3.5,2.72,2013-2014,1399816800
Hull,Everton,0:2,0,2,3.6,3.43,2.11,2013-2014,1399816800
Liverpool,Newcastle,2:1,2,1,1.18,8.28,14.17,2013-2014,1399816800
Manchester City,West Ham,2:0,2,0,1.17,8.68,14.0,2013-2014,1399816800
Norwich,Arsenal,0:2,0,2,5.01,3.93,1.69,2013-2014,1399816800
Southampton,Manchester Utd,1:1,1,1,2.79,3.64,2.44,2013-2014,1399816800
Sunderland,Swansea,1:3,1,3,2.25,3.44,3.24,2013-2014,1399816800
Tottenham,Aston Villa,3:0,3,0,1.47,4.41,7.22,2013-2014,1399816800
West Brom,Stoke,1:2,1,2,2.2,3.45,3.34,2013-2014,1399816800
Manchester City,Aston Villa,4:0,4,0,1.16,8.94,16.05,2013-2014,1399488300
Sunderland,West Brom,2:0,2,0,2.05,3.08,4.38,2013-2014,1399488300
Manchester Utd,Hull,3:1,3,1,1.44,4.72,7.06,2013-2014,1399401900
Crystal Palace,Liverpool,3:3,3,3,7.84,5.37,1.38,2013-2014,1399316400
Chelsea,Norwich,0:0,0,0,1.2,7.28,14.43,2013-2014,1399215600
Arsenal,West Brom,1:0,1,0,1.38,5.05,8.31,2013-2014,1399206600
Everton,Manchester City,2:3,2,3,4.8,4.08,1.7,2013-2014,1399134600
Aston Villa,Hull,3:1,3,1,2.59,3.02,3.13,2013-2014,1399125600
Manchester Utd,Sunderland,0:1,0,1,1.42,5.13,7.17,2013-2014,1399125600
Newcastle,Cardiff,3:0,3,0,1.93,3.76,3.95,2013-2014,1399125600
Stoke,Fulham,4:1,4,1,2.25,3.48,3.26,2013-2014,1399125600
Swansea,Southampton,0:1,0,1,2.36,3.39,3.11,2013-2014,1399125600
West Ham,Tottenham,2:0,2,0,3.82,3.72,1.97,2013-2014,1399117500
Arsenal,Newcastle,3:0,3,0,1.23,6.57,12.72,2013-2014,1398711600
Crystal Palace,Manchester City,0:2,0,2,7.92,5.06,1.39,2013-2014,1398611400
Liverpool,Chelsea,0:2,0,2,1.67,3.95,5.15,2013-2014,1398603900
Sunderland,Cardiff,4:0,4,0,1.76,3.81,4.69,2013-2014,1398596400
Manchester Utd,Norwich,4:0,4,0,1.3,5.76,10.31,2013-2014,1398529800
Fulham,Hull,2:2,2,2,2.36,3.39,3.14,2013-2014,1398520800
Stoke,Tottenham,0:1,0,1,3.51,3.44,2.15,2013-2014,1398520800
Swansea,Aston Villa,4:1,4,1,1.67,3.83,5.59,2013-2014,1398520800
West Brom,West Ham,1:0,1,0,1.86,3.68,4.36,2013-2014,1398520800
Southampton,Everton,2:0,2,0,2.79,3.47,2.54,2013-2014,1398512700
Manchester City,West Brom,3:1,3,1,1.22,7.11,12.4,2013-2014,1398106800
Everton,Manchester Utd,2:0,2,0,2.58,3.46,2.75,2013-2014,1398006600
Hull,Arsenal,0:3,0,3,4.94,3.74,1.76,2013-2014,1397999100
Norwich,Liverpool,2:3,2,3,6.74,4.92,1.45,2013-2014,1397991600
Chelsea,Sunderland,1:2,1,2,1.2,6.92,14.88,2013-2014,1397925000
Aston Villa,Southampton,0:0,0,0,3.29,3.38,2.29,2013-2014,1397916000
Cardiff,Stoke,1:1,1,1,2.38,3.43,3.08,2013-2014,1397916000
Newcastle,Swansea,1:2,1,2,2.91,3.39,2.51,2013-2014,1397916000
West Ham,Crystal Palace,0:1,0,1,2.27,3.28,3.4,2013-2014,1397916000
Tottenham,Fulham,3:1,3,1,1.5,4.73,6.42,2013-2014,1397907900
Everton,Crystal Palace,2:3,2,3,1.36,5.03,9.28,2013-2014,1397673900
Manchester City,Sunderland,2:2,2,2,1.13,9.53,18.25,2013-2014,1397673900
Arsenal,West Ham,3:1,3,1,1.35,5.28,9.05,2013-2014,1397587500
Swansea,Chelsea,0:1,0,1,4.71,3.51,1.83,2013-2014,1397401620
Liverpool,Manchester City,3:2,3,2,2.27,3.53,3.13,2013-2014,1397392620
Crystal Palace,Aston Villa,1:0,1,0,2.17,3.19,3.82,2013-2014,1397311620
Stoke,Newcastle,1:0,1,0,2.03,3.45,3.9,2013-2014,1397311620
Cardiff,Chelsea,1:2,1,2,8.07,4.91,1.4,2013-2014,1399816800
Fulham,Crystal Palace,2:2,2,2,2.58,3.5,2.72,2013-2014,1399816800
Hull,Everton,0:2,0,2,3.6,3.43,2.11,2013-2014,1399816800
Liverpool,Newcastle,2:1,2,1,1.18,8.28,14.17,2013-2014,1399816800
Manchester City,West Ham,2:0,2,0,1.17,8.68,14.0,2013-2014,1399816800
Norwich,Arsenal,0:2,0,2,5.01,3.93,1.69,2013-2014,1399816800
Southampton,Manchester Utd,1:1,1,1,2.79,3.64,2.44,2013-2014,1399816800
Sunderland,Swansea,1:3,1,3,2.25,3.44,3.24,2013-2014,1399816800
Tottenham,Aston Villa,3:0,3,0,1.47,4.41,7.22,2013-2014,1399816800
West Brom,Stoke,1:2,1,2,2.2,3.45,3.34,2013-2014,1399816800
Manchester City,Aston Villa,4:0,4,0,1.16,8.94,16.05,2013-2014,1399488300
Sunderland,West Brom,2:0,2,0,2.05,3.08,4.38,2013-2014,1399488300
Manchester Utd,Hull,3:1,3,1,1.44,4.72,7.06,2013-2014,1399401900
Crystal Palace,Liverpool,3:3,3,3,7.84,5.37,1.38,2013-2014,1399316400
Chelsea,Norwich,0:0,0,0,1.2,7.28,14.43,2013-2014,1399215600
Arsenal,West Brom,1:0,1,0,1.38,5.05,8.31,2013-2014,1399206600
Everton,Manchester City,2:3,2,3,4.8,4.08,1.7,2013-2014,1399134600
Aston Villa,Hull,3:1,3,1,2.59,3.02,3.13,2013-2014,1399125600
Manchester Utd,Sunderland,0:1,0,1,1.42,5.13,7.17,2013-2014,1399125600
Newcastle,Cardiff,3:0,3,0,1.93,3.76,3.95,2013-2014,1399125600
Stoke,Fulham,4:1,4,1,2.25,3.48,3.26,2013-2014,1399125600
Swansea,Southampton,0:1,0,1,2.36,3.39,3.11,2013-2014,1399125600
West Ham,Tottenham,2:0,2,0,3.82,3.72,1.97,2013-2014,1399117500
Arsenal,Newcastle,3:0,3,0,1.23,6.57,12.72,2013-2014,1398711600
Crystal Palace,Manchester City,0:2,0,2,7.92,5.06,1.39,2013-2014,1398611400
Liverpool,Chelsea,0:2,0,2,1.67,3.95,5.15,2013-2014,1398603900
Sunderland,Cardiff,4:0,4,0,1.76,3.81,4.69,2013-2014,1398596400
Manchester Utd,Norwich,4:0,4,0,1.3,5.76,10.31,2013-2014,1398529800
Fulham,Hull,2:2,2,2,2.36,3.39,3.14,2013-2014,1398520800
Stoke,Tottenham,0:1,0,1,3.51,3.44,2.15,2013-2014,1398520800
Swansea,Aston Villa,4:1,4,1,1.67,3.83,5.59,2013-2014,1398520800
West Brom,West Ham,1:0,1,0,1.86,3.68,4.36,2013-2014,1398520800
Southampton,Everton,2:0,2,0,2.79,3.47,2.54,2013-2014,1398512700
Manchester City,West Brom,3:1,3,1,1.22,7.11,12.4,2013-2014,1398106800
Everton,Manchester Utd,2:0,2,0,2.58,3.46,2.75,2013-2014,1398006600
Hull,Arsenal,0:3,0,3,4.94,3.74,1.76,2013-2014,1397999100
Norwich,Liverpool,2:3,2,3,6.74,4.92,1.45,2013-2014,1397991600
Chelsea,Sunderland,1:2,1,2,1.2,6.92,14.88,2013-2014,1397925000
Aston Villa,Southampton,0:0,0,0,3.29,3.38,2.29,2013-2014,1397916000
Cardiff,Stoke,1:1,1,1,2.38,3.43,3.08,2013-2014,1397916000
Newcastle,Swansea,1:2,1,2,2.91,3.39,2.51,2013-2014,1397916000
West Ham,Crystal Palace,0:1,0,1,2.27,3.28,3.4,2013-2014,1397916000
Tottenham,Fulham,3:1,3,1,1.5,4.73,6.42,2013-2014,1397907900
Everton,Crystal Palace,2:3,2,3,1.36,5.03,9.28,2013-2014,1397673900
Manchester City,Sunderland,2:2,2,2,1.13,9.53,18.25,2013-2014,1397673900
Arsenal,West Ham,3:1,3,1,1.35,5.28,9.05,2013-2014,1397587500
Swansea,Chelsea,0:1,0,1,4.71,3.51,1.83,2013-2014,1397401620
Liverpool,Manchester City,3:2,3,2,2.27,3.53,3.13,2013-2014,1397392620
Crystal Palace,Aston Villa,1:0,1,0,2.17,3.19,3.82,2013-2014,1397311620
Stoke,Newcastle,1:0,1,0,2.03,3.45,3.9,2013-2014,1397311620
Fulham,Norwich,1:0,1,0,2.14,3.47,3.51,2013-2014,1397311620
Southampton,Cardiff,0:1,0,1,1.42,4.73,7.89,2013-2014,1397311620
Sunderland,Everton,0:1,0,1,4.51,3.58,1.85,2013-2014,1397311620
West Brom,Tottenham,3:3,3,3,3.06,3.48,2.35,2013-2014,1397311620
Tottenham,Sunderland,5:1,5,1,1.56,4.11,6.3,2013-2014,1396897200
West Ham,Liverpool,1:2,1,2,8.03,5.17,1.38,2013-2014,1396796400
Everton,Arsenal,3:0,3,0,2.46,3.37,2.94,2013-2014,1396787400
Chelsea,Stoke,3:0,3,0,1.28,5.53,12.17,2013-2014,1396715400
Aston Villa,Fulham,1:2,1,2,2.13,3.36,3.71,2013-2014,1396706400
Cardiff,Crystal Palace,0:3,0,3,2.35,3.32,3.21,2013-2014,1396706400
Hull,Swansea,1:0,1,0,2.87,3.19,2.66,2013-2014,1396706400
Newcastle,Manchester Utd,0:4,0,4,3.73,3.57,2.04,2013-2014,1396706400
Norwich,West Brom,0:1,0,1,2.36,3.32,3.17,2013-2014,1396706400
Manchester City,Southampton,4:1,4,1,1.34,5.59,8.89,2013-2014,1396698300
Sunderland,West Ham,1:2,1,2,1.96,3.47,4.11,2013-2014,1396292400
Liverpool,Tottenham,4:0,4,0,1.4,5.04,7.66,2013-2014,1396191600
Fulham,Everton,1:3,1,3,4.93,3.73,1.74,2013-2014,1396182600
Arsenal,Manchester City,1:1,1,1,3.62,3.6,2.04,2013-2014,1396114200
Crystal Palace,Chelsea,1:0,1,0,9.07,4.56,1.41,2013-2014,1396105200
Southampton,Newcastle,4:0,4,0,1.63,3.97,5.77,2013-2014,1396105200
Stoke,Hull,1:0,1,0,2.33,3.16,3.39,2013-2014,1396105200
Swansea,Norwich,3:0,3,0,1.67,3.83,5.65,2013-2014,1396105200
West Brom,Cardiff,3:3,3,3,1.93,3.53,4.23,2013-2014,1396105200
Manchester Utd,Aston Villa,4:1,4,1,1.42,4.7,8.26,2013-2014,1396097100
Liverpool,Sunderland,2:1,2,1,1.16,8.55,16.73,2013-2014,1395864000
West Ham,Hull,2:1,2,1,2.32,3.32,3.28,2013-2014,1395863100
Arsenal,Swansea,2:2,2,2,1.56,4.15,6.4,2013-2014,1395776700
Manchester Utd,Manchester City,0:3,0,3,3.19,3.46,2.29,2013-2014,1395776700
Newcastle,Everton,0:3,0,3,3.3,3.36,2.28,2013-2014,1395776700
Aston Villa,Stoke,1:4,1,4,2.16,3.23,3.72,2013-2014,1395590400
Tottenham,Southampton,3:2,3,2,2.16,3.41,3.51,2013-2014,1395581400
West Ham,Manchester Utd,0:2,0,2,4.55,3.75,1.79,2013-2014,1395509400
Cardiff,Liverpool,3:6,3,6,9.4,5.55,1.33,2013-2014,1395500400
Everton,Swansea,3:2,3,2,1.73,3.7,5.23,2013-2014,1395500400
Hull,West Brom,2:0,2,0,2.26,3.22,3.5,2013-2014,1395500400
Manchester City,Fulham,5:0,5,0,1.14,9.57,17.63,2013-2014,1395500400
Newcastle,Crystal Palace,1:0,1,0,2.01,3.36,4.12,2013-2014,1395500400
Norwich,Sunderland,2:0,2,0,2.28,3.26,3.42,2013-2014,1395500400
Chelsea,Arsenal,6:0,6,0,1.82,3.55,4.76,2013-2014,1395492300
Tottenham,Arsenal,0:1,0,1,3.28,3.42,2.24,2013-2014,1394985600
Manchester Utd,Liverpool,0:3,0,3,2.51,3.38,2.87,2013-2014,1394976600
Aston Villa,Chelsea,1:0,1,0,6.96,4.14,1.52,2013-2014,1394904600
Everton,Cardiff,2:1,2,1,1.32,5.39,10.42,2013-2014,1394895600
Fulham,Newcastle,1:0,1,0,2.79,3.41,2.59,2013-2014,1394895600
Southampton,Norwich,4:2,4,2,1.56,3.98,6.72,2013-2014,1394895600
Stoke,West Ham,3:1,3,1,2.28,3.2,3.47,2013-2014,1394895600
Sunderland,Crystal Palace,0:0,0,0,2.17,3.28,3.64,2013-2014,1394895600
Swansea,West Brom,1:2,1,2,1.92,3.47,4.27,2013-2014,1394895600
Hull,Manchester City,0:2,0,2,6.22,4.25,1.55,2013-2014,1394887500
